time,noise level,WindSpeed at 80m,Wind Direction,power out,Rotor Speed,pitch angle
1/1/2022 0:54,44.66987441,5,196.9734597,86.6176,11.1109,-0.973
1/1/2022 0:54,45.28424151,4,196.9747033,110.4282,11.1282,-0.973
1/1/2022 0:54,46.15615896,4,196.9762221,133.0027,11.1175,-0.973
1/1/2022 0:54,47.52531327,4,196.9719053,131.4991,11.1136,-0.973
1/1/2022 0:55,47.20412017,4,196.9774124,111.5092,11.0982,-1.5256
1/1/2022 0:55,46.04108539,4,196.9714879,84.3474,11.0946,-2.105
1/1/2022 0:55,47.25848249,3,196.9687965,65.3086,11.1036,-2.105
1/1/2022 0:55,45.22655508,4,196.9693117,56.7863,11.1052,-2.105
1/1/2022 0:55,44.22710181,3,196.9685212,23.8987,11.0935,-1.1619
1/1/2022 0:55,43.97071553,3,196.9688676,15.0674,11.1085,-0.979
1/1/2022 0:56,44.15823895,3,196.9711681,19.2359,11.1198,-0.979
1/1/2022 0:56,44.01745653,3,196.9708572,34.4362,11.1161,-0.979
1/1/2022 0:56,44.1657066,3,196.9752717,37.5497,11.117,-0.979
1/1/2022 0:56,43.89449122,3,196.9745611,34.6652,11.1124,-0.979
1/1/2022 0:56,43.62812766,3,196.9733887,31.0542,11.1137,-0.979
1/1/2022 0:56,43.47624743,3,196.9639379,16.5768,11.102,-0.979
1/1/2022 0:57,43.30814563,3,196.9734331,22.3408,11.1209,-0.979
1/1/2022 0:57,43.66729999,3,196.9723939,26.5633,11.1092,-0.979
